Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp,Avg Resp,Min Resp,Max Resp
Cycling,2016-08-20 06:53:25,false,"Lat Krabang Cycling","70.53","738","01:58:33","146","183","--","--","--","35.7","53.4","16","28","0.00","0.0","0.0","--","75","125","129","--","81.9","126","104","610","0.0","0.0","8810","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-18 17:56:12,false,"Lat Krabang Cycling","47.04","552","01:35:56","125","137","--","--","--","29.4","35.4","7","13","0.00","0.0","0.0","--","82","93","98","--","38.1","104","96","243","0.0","0.0","7829","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-17 17:59:56,false,"Lat Krabang Cycling","47.03","600","01:32:40","140","171","--","--","--","30.4","55.3","19","31","0.00","0.0","0.0","--","77","111","130","--","64.7","119","108","516","0.0","0.0","7152","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-16 18:16:25,false,"Lat Krabang Cycling","23.55","343","00:45:49","154","182","--","--","--","30.8","36.5","8","9","0.00","0.0","0.0","--","83","104","141","--","37.5","157","125","453","0.0","0.0","3797","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-14 16:56:03,false,"Lat Krabang Cycling","70.58","850","02:27:53","130","147","--","--","--","28.6","36.7","12","21","0.00","0.0","0.0","--","78","95","98","--","58.7","105","96","320","0.0","0.0","11604","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-14 06:53:55,false,"Lat Krabang Cycling","70.56","787","01:53:31","165","192","--","--","--","37.3","50.3","15","27","0.00","0.0","0.0","--","82","119","136","--","86.5","134","116","640","0.0","0.0","9113","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-12 06:28:28,false,"Lat Krabang Cycling","70.60","650","02:12:41","128","181","--","--","--","31.9","49.4","10","15","0.00","0.0","0.0","--","75","105","110","--","66.0","147","82","582","0.0","0.0","9885","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cardio,2016-08-09 20:57:13,false,"Indoor Cardio","0.00","28","00:05:14.3","103","114","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-08 18:17:31,false,"Lat Krabang Cycling","47.00","531","01:45:22","117","127","--","--","--","26.8","36.0","9","13","0.00","0.0","0.0","--","78","164","87","--","32.7","96","84","217","0.0","0.0","8146","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-06 07:01:44,false,"Cha-Am Cycling","209.01","2,575","07:59:03","149","177","--","--","--","26.2","54.9","1,019","985","0.00","0.0","0.0","--","75","159","111","--","232.9","134","92","1,427","0.0","0.0","29352","--","--","0:00","22.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-03 18:02:27,false,"Lat Krabang Cycling","47.08","622","01:37:49","142","149","--","--","--","28.9","37.9","10","23","0.00","0.0","0.0","--","84","100","108","--","47.0","112","106","269","0.0","0.0","8245","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-08-02 17:26:46,false,"Lat Krabang Cycling","70.47","956","02:04:18","162","184","--","--","--","34.0","54.8","29","44","0.00","0.0","0.0","--","84","111","148","--","113.4","153","128","586","0.0","0.0","10385","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-31 06:50:00,false,"Lat Krabang Cycling","70.64","763","02:17:58","132","180","--","--","--","30.7","49.0","15","20","0.00","0.0","0.0","--","76","112","122","--","85.4","145","92","599","0.0","0.0","10408","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-30 17:35:32,false,"Lat Krabang Cycling","47.04","551","01:42:20","129","176","--","--","--","27.6","46.6","11","13","0.00","0.0","0.0","--","77","107","111","--","52.3","115","90","492","0.0","0.0","7793","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-28 16:46:31,false,"Lat Krabang Cycling","94.09","1,163","02:53:35","154","178","--","--","--","32.5","55.3","25","45","0.00","0.0","0.0","--","84","106","127","--","116.6","141","112","646","0.0","0.0","14462","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-27 16:53:25,false,"Lat Krabang Cycling","16.51","266","00:35:41","129","170","--","--","--","27.8","45.1","10","11","0.00","0.0","0.0","--","82","135","158","--","36.6","155","125","637","0.0","0.0","2799","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-21 17:28:19,false,"Lat Krabang Cycling","70.53","1,143","02:14:48","139","149","--","--","--","31.4","40.4","15","19","0.00","0.0","0.0","--","86","101","145","--","117.0","156","142","393","0.0","0.0","11537","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-20 17:23:43,false,"Lat Krabang Cycling","46.91","833","01:29:24","149","178","--","--","--","31.5","53.4","12","19","0.00","0.0","0.0","--","84","119","177","--","115.4","198","156","676","0.0","0.0","7484","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-19 16:53:54,false,"Lat Krabang Cycling","46.98","819","01:33:33","140","179","--","--","--","30.1","47.0","10","17","0.00","0.0","0.0","--","89","110","167","--","107.9","193","146","541","0.0","0.0","8260","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-18 06:48:57,false,"Muang Rayong Cycling","23.32","322","01:05:50","104","122","--","--","--","21.3","34.6","13","23","0.00","0.0","0.0","--","77","113","95","--","23.0","106","86","522","0.0","0.0","4262","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-17 08:29:17,false,"Klaeng Cycling","72.51","1,052","02:06:25","165","185","--","--","--","34.4","54.0","211","214","0.00","0.0","0.0","--","88","138","167","--","144.6","166","139","690","0.0","0.0","10129","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-16 06:44:09,false,"Lat Krabang Cycling","47.08","639","01:36:11","125","142","--","--","--","29.4","35.1","7","10","0.00","0.0","0.0","--","82","99","114","--","52.0","121","111","269","0.0","0.0","7868","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-15 18:14:49,false,"Lat Krabang Cycling","47.01","774","01:19:36","166","184","--","--","--","35.4","48.1","15","21","0.00","0.0","0.0","--","90","112","178","--","104.5","174","162","568","0.0","0.0","7135","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-14 17:33:32,false,"Lat Krabang Cycling","70.53","1,061","02:17:55","143","155","--","--","--","30.7","40.6","17","27","0.00","0.0","0.0","--","86","105","131","--","98.1","137","128","408","0.0","0.0","11824","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-12 17:50:23,false,"Lat Krabang Cycling","29.05","488","01:02:29","137","183","--","--","--","27.9","55.8","12","32","0.00","0.0","0.0","--","81","118","161","--","65.7","174","131","484","0.0","0.0","4825","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-10 06:51:23,false,"Lat Krabang Cycling","94.17","1,196","03:17:08","136","152","--","--","--","28.7","40.5","11","23","0.00","0.0","0.0","--","75","107","105","--","90.6","119","101","400","0.0","0.0","14792","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-09 17:27:16,false,"Lat Krabang Cycling","70.51","1,048","02:21:30","143","155","--","--","--","29.9","36.4","11","21","0.00","0.0","0.0","--","81","102","125","--","92.3","131","124","280","0.0","0.0","11523","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-08 17:31:19,false,"Lat Krabang Cycling","70.61","1,033","02:35:28","130","142","--","--","--","27.3","38.8","21","21","0.00","0.0","0.0","--","81","99","114","--","83.4","127","111","341","0.0","0.0","12526","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-07 18:09:48,false,"Lat Krabang Cycling","47.03","561","01:52:53","115","133","--","--","--","25.0","35.0","10","9","0.00","0.0","0.0","--","77","98","89","--","36.7","104","83","237","0.0","0.0","8504","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-07 18:09:26,false,"Lat Krabang Cycling","47.19","465","01:53:11","114","132","2.0","--","--","25.0","33.8","64","72","0.00","0.0","0.0","--","76","98","89","--","33.1","101","84","237","0.0","0.0","--","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-07-02 05:37:27,false,"Klaeng Cycling","419.86","4,864","16:46:10","135","175","--","--","--","25.0","55.3","2,165","2,191","0.00","0.0","0.0","--","74","128","105","--","687.8","123","82","479","0.0","0.0","63139","--","--","0:00","20.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-06-28 05:03:48,false,"Running","10.34","617","01:14:04","144","157","4.3","156","166","7:10","6:28","2","24","0.89","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-25 07:23:34,false,"Lat Krabang Cycling","70.61","928","02:24:07","140","173","--","--","--","29.4","50.4","14","27","0.00","0.0","0.0","--","84","111","115","--","120.5","116","108","377","0.0","0.0","12101","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-24 17:34:41,false,"Lat Krabang Cycling","46.96","530","01:45:50","118","144","--","--","--","26.6","43.8","9","17","0.00","0.0","0.0","--","80","108","90","--","54.3","101","84","429","0.0","0.0","8405","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-22 19:14:19,false,"Lat Krabang Cycling","1.50","15","00:04:10.9","121","128","--","--","--","21.6","24.2","--","--","0.00","0.0","0.0","--","77","85","74","--","1.3","--","63","137","0.0","0.0","302","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-22 18:28:35,false,"Lat Krabang Cycling","23.52","378","00:43:51","157","175","--","--","--","32.2","40.3","4","10","0.00","0.0","0.0","--","90","102","149","--","61.2","154","144","298","0.0","0.0","3923","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-21 17:57:18,false,"Lat Krabang Cycling","46.93","689","01:31:15","--","--","--","--","--","30.9","44.5","6","14","0.00","0.0","0.0","--","89","108","136","--","106.5","145","126","444","0.0","0.0","8084","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-19 08:15:02,false,"Wiset Chai Chan Cycling","73.04","839","01:53:45","158","177","--","--","--","38.5","52.5","62","68","0.00","0.0","0.0","--","87","121","139","--","137.9","141","123","505","0.0","0.0","9687","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-18 17:07:01,false,"Lat Krabang Cycling","47.91","524","01:46:09","116","166","--","--","--","27.1","39.3","7","9","0.00","0.0","0.0","--","77","165","101","--","67.6","103","83","317","0.0","0.0","7932","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-16 17:28:25,false,"Lat Krabang Cycling","46.95","658","01:29:47","143","164","--","--","--","31.4","50.4","13","19","0.00","0.0","0.0","--","89","106","137","--","106.3","130","122","612","0.0","0.0","7989","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-14 17:25:20,false,"Lat Krabang Cycling","70.44","929","02:16:55","140","151","--","--","--","30.9","41.2","26","29","0.00","0.0","0.0","--","86","110","117","--","117.4","121","113","312","0.0","0.0","11683","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-13 17:56:55,false,"Lat Krabang Cycling","46.95","519","01:51:39","108","123","--","--","--","25.2","34.1","10","19","0.00","0.0","0.0","--","79","93","82","--","47.5","93","78","248","0.0","0.0","8722","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-12 08:16:23,false,"Ban Ka Cycling","112.70","1,551","03:35:21","163","176","--","--","--","31.4","68.6","1,095","1,093","0.00","0.0","0.0","--","82","144","147","--","295.7","142","120","990","0.0","0.0","15540","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-10 17:04:27,false,"Tha Mai Cycling","52.60","774","02:27:15","132","173","--","--","--","21.4","64.5","406","423","0.00","0.0","0.0","--","73","126","147","--","190.1","109","88","543","0.0","0.0","7879","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-09 17:55:00,false,"Lat Krabang Cycling","46.94","618","01:33:33","141","156","--","--","--","30.1","41.9","13","18","0.00","0.0","0.0","--","84","103","114","--","76.4","117","110","261","0.0","0.0","7814","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-08 17:33:33,false,"Lat Krabang Cycling","70.47","916","02:18:42","143","152","--","--","--","30.5","40.8","13","30","0.00","0.0","0.0","--","86","103","112","--","110.4","123","110","322","0.0","0.0","11881","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-07 17:30:17,false,"Lat Krabang Cycling","70.59","916","02:19:43","141","151","--","--","--","30.3","41.1","23","27","0.00","0.0","0.0","--","84","108","113","--","111.8","125","109","251","0.0","0.0","11682","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-06 18:01:07,false,"Lat Krabang Cycling","47.02","589","01:32:55","141","150","--","--","--","30.4","38.4","12","15","0.00","0.0","0.0","--","89","108","108","--","68.9","111","106","296","0.0","0.0","8191","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-05 18:25:10,false,"Lat Krabang Cycling","23.52","194","00:56:08","111","122","--","--","--","25.1","32.3","4","7","0.00","0.0","0.0","--","84","98","60","--","12.6","61","58","261","0.0","0.0","4691","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-04 07:25:57,false,"Ban Ka Cycling","118.06","1,615","04:47:48","155","178","--","--","--","24.6","65.6","1,213","1,202","0.00","0.0","0.0","--","80","122","122","--","270.3","123","94","1,081","0.0","0.0","18685","--","--","0:00","23.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-06-03 17:50:25,false,"Lat Krabang Cycling","46.95","454","01:51:14","119","134","--","--","--","25.3","34.1","8","12","0.00","0.0","0.0","--","78","98","71","--","35.4","79","68","180","0.0","0.0","8687","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-06-02 20:45:16,false,"Sai Mai Running","10.14","668","01:17:38","154","171","4.8","150","230","7:39","3:32","3","11","0.87","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-22 16:43:08,false,"Lat Krabang Cycling","46.96","596","01:39:10","124","173","--","--","--","28.4","54.0","17","22","0.00","0.0","0.0","--","80","102","125","--","97.8","158","100","468","0.0","0.0","7856","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-21 06:33:17,false,"Lat Krabang Cycling","46.94","630","01:26:12","145","168","--","--","--","32.7","45.8","12","18","0.00","0.0","0.0","--","86","108","136","--","100.6","144","122","434","0.0","0.0","7386","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-20 06:51:34,false,"Lat Krabang Cycling","70.45","887","02:12:44","146","170","--","--","--","31.8","45.3","19","26","0.00","0.0","0.0","--","84","109","121","--","122.8","139","111","479","0.0","0.0","11155","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-19 17:29:59,false,"Lat Krabang Cycling","70.47","939","02:18:44","141","150","--","--","--","30.5","44.6","21","37","0.00","0.0","0.0","--","83","98","115","--","116.0","122","113","286","0.0","0.0","11489","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-05-18 19:58:38,false,"Sai Mai Running","11.86","738","01:21:48","151","165","4.3","158","164","6:54","4:10","--","15","0.92","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","30.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-17 16:55:06,false,"Lat Krabang Cycling","47.01","537","01:55:27","111","124","--","--","--","24.4","32.6","11","14","0.00","0.0","0.0","--","80","93","82","--","49.0","92","78","313","0.0","0.0","9191","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-15 07:16:27,false,"Don Tum Cycling","196.61","2,247","07:29:23","154","175","--","--","--","26.3","41.1","162","134","0.00","0.0","0.0","--","82","125","103","--","296.7","126","85","1,216","0.0","0.0","30403","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-14 06:38:58,false,"Lat Krabang Cycling","46.97","463","01:50:42","104","117","--","--","--","25.5","31.8","6","10","0.00","0.0","0.0","--","78","97","72","--","36.3","77","70","308","0.0","0.0","8633","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-12 18:15:08,false,"Lat Krabang Cycling","47.00","637","01:34:30","144","152","--","--","--","29.8","39.7","15","25","0.00","0.0","0.0","--","83","104","115","--","78.6","120","113","238","0.0","0.0","7864","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-11 18:03:00,false,"Lat Krabang Cycling","47.02","605","01:32:02","143","152","--","--","--","30.7","42.0","18","26","0.00","0.0","0.0","--","84","103","112","--","73.3","117","110","280","0.0","0.0","7659","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-10 18:01:54,false,"Lat Krabang Cycling","47.03","469","01:52:39","108","121","--","--","--","25.0","34.3","6","10","0.00","0.0","0.0","--","73","92","74","--","38.5","84","70","243","0.0","0.0","8166","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-09 17:49:21,false,"Lat Krabang Cycling","47.13","618","01:32:25","141","150","--","--","--","30.6","40.9","19","25","0.00","0.0","0.0","--","81","102","115","--","77.1","121","112","256","0.0","0.0","7351","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-08 06:55:47,false,"Lat Krabang Cycling","47.03","554","01:49:53","115","133","--","--","--","25.7","36.6","9","17","0.00","0.0","0.0","--","78","94","88","--","53.7","98","84","218","0.0","0.0","8555","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-07 08:00:34,false,"Pak Phli Cycling","100.89","1,508","04:23:04","143","172","--","--","--","23.0","76.8","1,257","1,251","0.00","0.0","0.0","--","74","133","132","--","290.1","145","96","608","0.0","0.0","15550","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-05 08:13:14,false,"Pak Phli การขี่จักรยาน","82.59","1,371","03:43:29","140","168","--","--","--","22.2","79.2","1,325","1,292","0.00","0.0","0.0","--","73","137","135","--","259.2","131","102","635","0.0","0.0","13456","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-05-04 20:48:05,false,"Sai Mai การวิ่ง","6.29","323","00:37:54","146","173","4.3","156","162","6:01","3:26","--","3","1.06","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-02 17:31:41,false,"Lat Krabang Cycling","70.57","977","02:17:46","141","150","--","--","--","30.7","44.1","29","45","0.00","0.0","0.0","--","81","97","121","--","127.8","133","118","302","0.0","0.0","11224","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-05-01 08:00:40,false,"Rachsan Cycling","73.94","842","01:50:27","158","179","--","--","--","40.2","57.2","179","179","0.00","0.0","0.0","--","87","125","155","--","166.8","154","127","631","0.0","0.0","9289","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-30 06:20:55,false,"Lat Krabang Cycling","47.03","584","01:37:27","138","172","--","--","--","29.0","41.6","6","11","0.00","0.0","0.0","--","81","112","119","--","87.6","146","100","445","0.0","0.0","7619","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-28 17:47:13,false,"Lat Krabang Cycling","47.10","548","01:55:33","107","122","--","--","--","24.5","36.6","9","14","0.00","0.0","0.0","--","77","98","82","--","49.4","89","79","237","0.0","0.0","8773","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-27 17:54:48,false,"Lat Krabang Cycling","47.10","654","01:31:00","140","149","--","--","--","31.1","41.7","15","23","0.00","0.0","0.0","--","83","103","122","--","86.2","130","120","262","0.0","0.0","7593","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-26 17:29:07,false,"Lat Krabang Cycling","70.65","959","02:22:56","140","154","--","--","--","29.7","42.9","29","34","0.00","0.0","0.0","--","79","103","115","--","119.9","125","112","418","0.0","0.0","11321","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-24 07:17:57,false,"Thanyaburi Cycling","95.46","1,116","03:10:30","147","167","--","--","--","30.1","46.0","94","94","0.00","0.0","0.0","--","81","132","112","--","150.7","121","98","1,056","0.0","0.0","14403","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-23 17:31:15,false,"Lat Krabang Cycling","70.67","983","02:22:06","142","152","--","--","--","29.8","43.1","38","43","0.00","0.0","0.0","--","80","98","118","--","125.5","132","115","293","0.0","0.0","11263","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-22 17:51:19,false,"Lat Krabang Cycling","47.01","725","01:35:03","150","177","--","--","--","29.7","50.4","15","25","0.00","0.0","0.0","--","79","103","147","--","129.5","150","127","357","0.0","0.0","7357","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-19 17:30:41,false,"Lat Krabang Cycling","70.60","1,030","02:22:52","143","158","--","--","--","29.6","45.4","32","38","0.00","0.0","0.0","--","80","105","123","--","137.9","130","120","306","0.0","0.0","11320","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-18 17:47:53,false,"Lat Krabang Cycling","47.10","559","01:50:19","112","125","--","--","--","25.6","33.4","9","15","0.00","0.0","0.0","--","77","91","88","--","53.6","95","84","196","0.0","0.0","8512","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-17 06:08:58,false,"Lat Krabang Cycling","70.58","962","02:20:31","143","151","--","--","--","30.1","38.8","11","21","0.00","0.0","0.0","--","86","103","116","--","120.3","123","114","337","0.0","0.0","12004","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-04-16 05:30:17,false,"Thung Song การวิ่ง","10.09","657","01:13:00","150","167","4.3","154","166","7:14","6:05","12","14","0.90","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-04-15 06:01:18,false,"Thung Song การวิ่ง","10.12","626","01:06:40","154","168","5.0","154","166","6:35","4:47","8","18","0.99","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-13 06:59:36,false,"Lat Krabang Cycling","47.11","603","01:30:52","143","150","--","--","--","31.1","38.2","8","19","0.00","0.0","0.0","--","83","100","113","--","73.7","119","111","302","0.0","0.0","7480","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-12 17:55:05,false,"Lat Krabang Cycling","47.03","660","01:32:18","142","151","--","--","--","30.6","41.9","17","22","0.00","0.0","0.0","--","80","95","122","--","86.9","128","119","264","0.0","0.0","7396","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-11 17:54:43,false,"Lat Krabang Cycling","47.08","445","02:07:54","97","121","--","--","--","22.1","30.6","12","16","0.00","0.0","0.0","--","68","93","65","--","34.2","81","58","192","0.0","0.0","8598","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-10 07:17:49,false,"Ongkarak Cycling","100.93","1,412","03:24:42","156","179","--","--","--","29.6","53.9","291","299","0.00","0.0","0.0","--","85","124","130","--","220.8","139","115","517","0.0","0.0","16125","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-09 17:50:01,false,"Lat Krabang Cycling","23.58","240","00:58:40","107","122","--","--","--","24.1","37.3","8","10","0.00","0.0","0.0","--","81","103","71","--","18.9","73","68","268","0.0","0.0","4671","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-08 17:31:58,false,"Lat Krabang Cycling","70.59","928","02:22:45","141","152","--","--","--","29.7","41.0","20","27","0.00","0.0","0.0","--","78","97","112","--","113.4","124","109","355","0.0","0.0","11151","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-07 17:54:26,false,"Lat Krabang Cycling","47.04","438","02:10:28","103","124","--","--","--","21.6","29.1","5","10","0.00","0.0","0.0","--","71","93","61","--","30.5","74","56","147","0.0","0.0","9270","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-06 08:20:30,false,"Pak Phli Cycling","80.69","1,288","04:06:24","134","162","--","--","--","19.6","70.1","1,415","1,380","0.00","0.0","0.0","--","68","121","122","--","233.5","121","87","582","0.0","0.0","12888","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-04-05 19:42:00,false,"5/Apr/16 svb ไม่ได้วิ่งนาน เหนื่อยสิเรา","7.69","538","00:53:22","161","173","5.0","160","166","6:56","5:37","--","3","0.90","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-05 18:31:08,false,"Lat Krabang Cycling","23.54","312","00:45:40","142","154","--","--","--","30.9","41.6","4","8","0.00","0.0","0.0","--","87","103","118","--","39.8","120","114","237","0.0","0.0","3925","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
