Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp,Avg Resp,Min Resp,Max Resp
Cycling,2016-04-03 07:23:56,false,"Muang Phetchaburi Cycling","54.02","715","01:46:54","152","178","--","--","--","30.3","46.9","20","30","0.00","0.0","0.0","--","87","128","144","--","132.7","161","117","575","0.0","0.0","8090","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-04-02 10:21:27,false,"Ban Lat Cycling","12.49","111","03:00:10","90","134","--","--","--","4.2","27.4","34","8","0.00","0.0","0.0","--","64","103","60","--","16.2","21","25","294","0.0","0.0","1659","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-31 17:26:36,false,"Lat Krabang Cycling","70.59","956","02:20:53","143","156","--","--","--","30.1","41.4","20","24","0.00","0.0","0.0","--","83","106","116","--","119.7","122","113","334","0.0","0.0","11668","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-29 18:21:28,false,"Lat Krabang Cycling","47.09","685","01:32:22","144","152","--","--","--","30.6","44.6","15","18","0.00","0.0","0.0","--","89","107","127","--","94.6","133","124","392","0.0","0.0","8136","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-27 08:27:16,false,"Wiset Chai Chan Cycling","65.29","898","01:44:42","163","178","--","--","--","37.4","50.9","39","46","0.00","0.0","0.0","--","87","117","157","--","163.9","169","143","604","0.0","0.0","9024","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-26 06:44:35,false,"Lat Krabang Cycling","70.69","888","02:30:08","131","144","--","--","--","28.3","40.5","17","25","0.00","0.0","0.0","--","86","110","103","--","101.1","113","99","349","0.0","0.0","12862","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-24 18:10:24,false,"Lat Krabang Cycling","47.14","678","01:27:50","--","--","--","--","--","32.2","42.3","9","13","0.00","0.0","0.0","--","82","98","140","--","108.5","158","129","312","0.0","0.0","7176","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-22 18:18:06,false,"Lat Krabang Cycling","47.12","612","01:36:57","131","142","--","--","--","29.2","39.4","12","18","0.00","0.0","0.0","--","84","102","108","--","70.8","108","105","260","0.0","0.0","8085","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-21 18:11:42,false,"Lat Krabang Cycling","23.55","222","01:02:24","101","112","--","--","--","22.6","27.7","3","4","0.00","0.0","0.0","--","73","85","64","--","15.9","72","60","164","0.0","0.0","4506","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-20 07:00:37,false,"Nakhon Chaisi Cycling","207.94","2,534","07:39:49","149","176","--","--","--","27.1","46.9","191","175","0.00","0.0","0.0","--","84","135","116","--","385.3","137","93","1,045","0.0","0.0","31193","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-19 06:42:12,false,"Lat Krabang Cycling","72.46","897","02:36:11","129","142","--","--","--","27.8","38.5","11","24","0.00","0.0","0.0","--","83","97","101","--","101.9","111","96","268","0.0","0.0","12850","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-17 17:28:27,false,"Lat Krabang Cycling","70.48","977","02:02:45","155","175","--","--","--","34.4","53.2","17","21","0.00","0.0","0.0","--","87","122","149","--","172.3","158","133","519","0.0","0.0","10567","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-16 20:07:20,false,"Sai Mai Cycling","42.94","422","02:02:09","100","111","--","--","--","21.1","25.0","19","21","0.00","0.0","0.0","--","78","93","61","--","29.1","63","59","309","0.0","0.0","9224","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-03-15 20:37:20,false,"15/Mar/16 northpark Jogging นะ มิใช่ run","10.46","632","01:20:05","--","--","--","160","168","7:39","5:14","4","9","0.82","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-13 08:06:28,false,"Muang Chainat Cycling","93.96","1,164","02:40:45","162","180","--","--","--","35.1","53.5","74","78","0.00","0.0","0.0","--","87","133","138","--","194.0","157","121","646","0.0","0.0","12894","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-13 07:47:25,false,"Muang Chainat Cycling","2.93","34","00:06:44.6","139","159","--","--","--","26.1","41.1","--","2","0.00","0.0","0.0","--","89","112","116","--","5.3","--","85","448","0.0","0.0","448","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-12 17:59:55,false,"Cycling","12.79","197","00:20:07","--","--","--","--","--","38.1","44.6","--","--","0.00","0.0","0.0","--","85","106","--","--","23.9","163","163","275","0.0","0.0","1717","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-12 07:39:33,false,"Si Racha Cycling","51.33","588","02:46:07","109","157","--","--","--","18.5","51.2","138","146","0.00","0.0","0.0","--","81","109","96","--","62.5","87","60","445","0.0","0.0","9646","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-10 17:18:30,false,"Lat Krabang Cycling","70.57","956","02:25:35","144","180","--","--","--","29.1","47.0","13","21","0.00","0.0","0.0","--","81","113","133","--","107.2","146","110","629","0.0","0.0","11623","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-08 16:59:08,false,"Lat Krabang Cycling","47.15","532","01:52:55","112","161","--","--","--","25.1","40.8","12","11","0.00","0.0","0.0","--","77","90","91","--","38.5","90","79","291","0.0","0.0","8400","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-06 07:14:43,false,"Muang Pathum Thani Cycling","100.23","1,290","03:16:45","147","174","--","--","--","30.6","51.3","89","92","0.00","0.0","0.0","--","83","123","131","--","141.0","139","109","1,154","0.0","0.0","14914","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-05 17:01:58,false,"Lat Krabang Cycling","70.58","940","02:38:13","127","139","--","--","--","26.8","39.4","19","29","0.00","0.0","0.0","--","84","114","103","--","70.2","113","99","307","0.0","0.0","12985","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-05 07:07:29,false,"Lat Krabang Cycling","47.16","475","01:55:56","110","128","--","--","--","24.4","33.6","11","13","0.00","0.0","0.0","--","79","96","71","--","24.5","79","68","407","0.0","0.0","9154","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-03 18:07:15,false,"Lat Krabang Cycling","47.10","751","01:27:05","162","180","--","--","--","32.5","48.4","15","22","0.00","0.0","0.0","--","91","110","155","--","86.9","158","144","396","0.0","0.0","7796","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-03-02 17:37:20,false,"Lat Krabang Cycling","47.02","525","01:43:31","122","136","--","--","--","27.3","33.9","5","9","0.00","0.0","0.0","--","88","106","86","--","31.9","88","85","356","0.0","0.0","9089","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-29 19:48:46,false,"Sai Mai Cycling","21.27","191","01:08:22","93","104","--","--","--","18.7","21.7","4","8","0.00","0.0","0.0","--","76","88","48","--","6.6","49","47","242","0.0","0.0","4933","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-28 07:02:21,false,"Chom Bung Cycling","200.41","3,030","07:39:00","148","172","--","--","--","26.2","63.9","2,006","1,984","0.00","0.0","0.0","--","81","183","139","--","366.8","148","110","767","0.0","0.0","31336","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-27 06:46:23,false,"Lat Krabang Cycling","70.59","745","02:59:26","110","164","--","--","--","23.6","35.1","10","24","0.00","0.0","0.0","--","75","99","83","--","52.0","100","69","298","0.0","0.0","12990","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-25 17:55:53,false,"Lat Krabang Cycling","46.97","602","01:27:16","151","180","--","--","--","32.3","43.9","9","15","0.00","0.0","0.0","--","90","113","136","--","66.2","143","115","435","0.0","0.0","7756","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-23 16:57:25,false,"Lat Krabang Cycling","70.67","724","02:57:12","107","125","--","--","--","23.9","34.3","22","33","0.00","0.0","0.0","--","83","110","--","--","0.0","--","--","--","0.0","0.0","14671","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Open Water Swimming,2016-02-22 08:45:13,false,"Muang Chiang Mai Open Water Swimming","385","--","00:32:23","--","--","--","--","--","8:24","10:06","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","702","--","21","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-21 07:29:10,false,"Doi Lor Cycling","48.84","2,506","04:23:40","149","174","--","--","--","11.1","48.3","2,316","170","0.00","0.0","0.0","--","54","180","--","--","0.0","--","--","--","0.0","0.0","13385","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-20 06:47:22,false,"Hang Dong Cycling","26.95","339","01:59:45","89","136","--","--","--","13.5","41.8","103","112","0.00","0.0","0.0","--","61","240","--","--","0.0","--","--","--","0.0","0.0","3351","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-17 18:11:43,false,"Lat Krabang Cycling","47.06","549","01:38:19","115","134","--","--","--","28.7","39.4","6","10","0.00","0.0","0.0","--","83","110","97","--","38.4","109","93","290","0.0","0.0","8134","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-16 17:52:12,false,"16/Feb/16  skylane  วันนี้เขาเปิดให้ถึงทุ่ม ลมเย็นๆ ปั่นเบาๆ","47.11","603","01:55:05","110","127","--","--","--","24.6","32.7","7","17","0.00","0.0","0.0","--","83","98","--","--","38.2","96","87","294","0.0","0.0","9446","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-14 07:59:35,false,"Lat Krabang Cycling","70.66","847","02:51:06","112","130","--","--","--","24.8","30.5","14","16","0.00","0.0","0.0","--","76","97","85","--","51.8","93","83","260","0.0","0.0","12921","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-13 08:10:01,false,"Pak Phli Cycling","95.10","1,770","04:09:55","145","178","--","--","--","22.8","80.2","1,650","1,643","0.00","0.0","0.0","--","72","139","151","--","238.3","163","118","571","0.0","0.0","15106","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-11 19:00:09,false,"Lat Krabang Cycling","21.32","227","00:57:14","113","129","--","--","--","22.4","34.3","5","10","0.00","0.0","0.0","--","82","102","78","--","14.4","82","66","392","0.0","0.0","3816","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-11 17:20:56,false,"Lat Krabang Cycling","30.98","472","01:04:52","140","192","--","--","--","28.7","43.2","72","74","0.00","0.0","0.0","--","85","104","--","--","67.2","160","121","322","0.0","0.0","5319","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-02-10 19:13:08,false,"Bang Khen Running","16.48","1,001","01:51:21","150","165","3.5","160","168","6:45","3:35","1","6","0.93","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-07 06:53:22,false,"Lat Krabang Cycling","70.55","1,092","02:39:07","124","163","--","--","--","26.6","35.1","30","53","0.00","0.0","0.0","--","74","107","128","--","108.1","154","114","434","0.0","0.0","11559","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-06 08:24:03,false,"Pak Phli Cycling","115.34","2,776","05:42:58","137","174","--","--","--","20.2","72.8","2,291","2,290","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-06 07:54:55,false,"Pak Phli Cycling","6.03","120","00:20:17","120","152","--","--","--","17.8","37.8","39","33","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-05 17:40:55,false,"Lat Krabang Cycling","23.49","274","00:53:03","105","119","--","--","--","26.6","28.7","4","5","0.00","0.0","0.0","--","82","97","89","--","17.4","95","86","207","0.0","0.0","4352","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-03 18:54:57,false,"Bang Khen Cycling","50.19","572","02:11:33","109","120","--","--","--","22.9","27.5","6","8","0.00","0.0","0.0","--","80","94","74","--","30.1","77","73","233","0.0","0.0","10131","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-02 19:02:42,false,"Lat Krabang Cycling","44.57","482","01:40:47","121","132","--","--","--","26.5","34.8","11","15","0.00","0.0","0.0","--","84","105","83","--","29.0","86","80","291","0.0","0.0","8149","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-02-02 17:33:58,false,"Lat Krabang Cycling","23.56","361","00:41:59","155","169","--","--","--","33.7","41.2","8","9","0.00","0.0","0.0","--","94","204","158","--","43.2","156","143","399","0.0","0.0","3929","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-02-01 19:54:33,false,"1/Feb/16 northpark นี่ใช่ใหมที่เขาเรียก recovery run","10.56","653","01:10:00","149","157","3.2","162","166","6:38","4:04","--","6","0.93","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-01-31 07:49:56,false,"Thung Khru Cycling","197.44","2,242","07:57:58","135","174","--","--","--","24.8","47.4","253","220","0.00","0.0","0.0","--","76","116","107","--","214.9","142","83","469","0.0","0.0","28112","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-01-30 06:32:04,false,"Lat Krabang Cycling","70.65","768","02:41:26","123","169","--","--","--","26.3","42.4","9","17","0.00","0.0","0.0","--","81","111","90","--","54.5","94","79","340","0.0","0.0","13023","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-01-28 17:18:15,false,"Lat Krabang Cycling","47.07","599","01:37:40","136","173","--","--","--","28.9","41.8","9","11","0.00","0.0","0.0","--","82","105","125","--","63.3","172","102","377","0.0","0.0","7928","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-01-24 07:44:36,false,"Wattana Cycling","100.81","1,040","03:33:38","130","171","--","--","--","28.3","50.5","138","141","0.00","0.0","0.0","--","74","127","127","--","131.5","142","88","689","0.0","0.0","11688","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-01-23 06:56:56,false,"Lat Krabang Cycling","70.56","801","02:25:51","123","133","--","--","--","29.0","35.2","7","15","0.00","0.0","0.0","--","83","99","95","--","54.5","100","92","283","0.0","0.0","12005","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-01-22 19:18:21,false,"22/Jan/16 northpark วิ่งระยะเพิ่มอีกนิด","14.22","817","01:28:21","152","165","3.7","162","168","6:13","2:07","--","6","0.99","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-01-21 17:20:43,false,"Lat Krabang Cycling","47.00","674","01:22:25","153","174","--","--","--","34.2","53.6","15","14","0.00","0.0","0.0","--","85","111","155","--","82.2","163","136","556","0.0","0.0","6870","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-01-19 17:19:52,false,"Lat Krabang Cycling","46.76","652","01:32:05","138","167","--","--","--","30.5","45.6","9","10","0.00","0.0","0.0","--","79","118","140","--","75.3","148","118","379","0.0","0.0","7215","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-01-18 20:53:32,false,"18/Jan/16 northpark, not easy running ","10.70","660","01:09:26","153","164","3.9","162","170","6:29","4:21","2","3","0.95","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2016-01-17 20:36:02,false,"17/Jan/16 northpark recovery run ","10.79","633","01:04:26","157","178","4.3","160","168","5:58","3:27","3","6","1.05","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-01-17 08:40:10,false,"17/Jan/16 ระยอง recovery cycling","35.20","325","01:43:17","99","124","--","--","--","20.4","32.3","30","33","0.00","0.0","0.0","--","62","89","--","--","16.0","61","53","210","0.0","0.0","5793","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2016-01-16 07:04:34,false,"16/Jan/16 Audax200 ระยอง","210.67","2,607","10:17:38","125","167","--","--","--","20.5","50.1","558","537","0.00","0.0","0.0","--","71","116","--","--","275.5","137","81","487","0.0","0.0","27690","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
